epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,10137.7,0.70252,0.56903,1.13989,0.92501,0.87059,0.94305,0.77278,0.74391,0.47988,1.12769,0.000650909,0.000650909,0.000650909
167,10199.8,0.69594,0.5276,1.13161,0.94928,0.87185,0.9495,0.78737,0.73214,0.45233,1.13563,0.000646194,0.000646194,0.000646194
168,10260.6,0.67274,0.51861,1.12947,0.94641,0.90188,0.95271,0.77726,0.75507,0.44597,1.13266,0.000641478,0.000641478,0.000641478
169,10328.3,0.68566,0.5164,1.13806,0.92794,0.87303,0.94391,0.77433,0.74868,0.4442,1.12996,0.000636762,0.000636762,0.000636762
170,10402,0.66343,0.51312,1.12548,0.95097,0.87236,0.94826,0.77577,0.75388,0.45082,1.13556,0.000632047,0.000632047,0.000632047
171,10460.1,0.68136,0.51612,1.13569,0.91861,0.89545,0.94987,0.76881,0.76501,0.44862,1.14214,0.000627331,0.000627331,0.000627331
172,10521.7,0.68131,0.52175,1.12157,0.9326,0.87558,0.93288,0.76984,0.73458,0.46857,1.11426,0.000622615,0.000622615,0.000622615
173,10589.1,0.67405,0.50952,1.11696,0.93648,0.86406,0.94136,0.78735,0.72329,0.46101,1.11523,0.0006179,0.0006179,0.0006179
174,10642.5,0.6895,0.51293,1.14314,0.91632,0.8881,0.94194,0.77514,0.75878,0.4864,1.13761,0.000613184,0.000613184,0.000613184
175,10704,0.66967,0.52153,1.12537,0.94233,0.87047,0.94581,0.78384,0.73719,0.48261,1.12031,0.000608468,0.000608468,0.000608468
176,10766.8,0.67352,0.51335,1.12721,0.94379,0.88004,0.93761,0.77912,0.72642,0.46269,1.11425,0.000603752,0.000603752,0.000603752
